category,score,course,teacher,college,avg_gpa,sample_count,teacher_score,rating_count,checkin_ratio,relevance,risk,course_easy,course_hard,url
软件相关,57.1,C程序设计基础及实验,郑友怡,计算机科学与技术学院,4.02,201,8.13,104,11.5,强相关,1,0.0,0.0,https://chalaoshi.de/t/5811/
软件相关,57.0,机器人技术与实践,周春琳,控制科学与工程学院,4.53,38,6.06,17,11.8,相关,1,0.0,0.0,https://chalaoshi.de/t/328/
软件相关,57.0,软件工程,林海,计算机科学与技术学院,4.3,82,8.22,17,70.6,强相关,0,0.0,0.0,https://chalaoshi.de/t/3558/
软件相关,57.0,计算机科学基础（H）,陆汉权,计算机科学与技术学院,4.29,411,6.54,189,63.0,相关,0,0.0,0.0,https://chalaoshi.de/t/2187/
软件相关,57.0,智能仪器设计与开发,张武明,控制科学与工程学院,4.27,39,9.23,127,50.4,相关,0,0.0,0.0,https://chalaoshi.de/t/109/
软件相关,56.8,计算机辅助翻译,何文忠,外国语言文化与国际交流学院,4.31,206,7.01,180,45.0,相关,0,1.5,1.2,https://chalaoshi.de/t/378/
软件相关,56.8,机器学习的多领域应用 - 人工智能基础,吴飞,传媒与国际文化学院,4.1,102,7.37,48,22.9,强相关,0,0.0,0.0,https://chalaoshi.de/t/5016/
软件相关,56.8,信息安全原理,胡天磊,计算机科学与技术学院,4.09,395,7.55,78,53.8,强相关,0,0.0,0.0,https://chalaoshi.de/t/1422/
软件相关,56.7,智能材料与结构力学,李华,航空航天学院,4.77,27,8.8,10,20.0,相关,2,0.0,0.0,https://chalaoshi.de/t/5099/
软件相关,56.7,课程综合实践Ⅱ,季江民,计算机科学与技术学院,4.21,374,8.94,121,53.7,相关,1,0.0,0.0,https://chalaoshi.de/t/850/
软件相关,56.6,程序设计专题,陈建海,计算机科学与技术学院,4.09,210,9.84,471,20.0,强相关,0,0.0,2.0,https://chalaoshi.de/t/1902/
软件相关,56.5,土地信息系统工程设计实习,曹宇,公共管理学院,4.71,48,8.97,25,60.0,相关,2,0.0,0.0,https://chalaoshi.de/t/496/
软件相关,56.5,数据结构和算法,王何宇,数学科学学院,3.82,415,9.91,157,6.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/2167/
软件相关,56.4,智能体育工程概论,孟濬,电气工程学院,4.74,24,3.67,75,49.3,相关,0,0.0,0.0,https://chalaoshi.de/t/3173/
软件相关,56.4,网络化智能无人系统,徐金明,控制科学与工程学院,4.33,41,9.11,12,25.0,相关,0,0.0,0.0,https://chalaoshi.de/t/6676/
软件相关,56.4,数据分析与算法设计,李东晓,信息与电子工程学院,4.19,218,9.34,21,85.7,强相关,0,0.0,0.0,https://chalaoshi.de/t/5066/
软件相关,56.4,机器人传感技术,张涛,建筑工程学院,4.18,160,9.42,21,38.1,相关,0,0.0,0.0,https://chalaoshi.de/t/1721/
软件相关,56.4,数据挖掘导论,张东祥,计算机科学与技术学院,4.06,155,8.26,11,63.6,强相关,0,0.0,0.0,https://chalaoshi.de/t/6257/
软件相关,56.4,高级数据结构与算法分析,杨洋,求是学院,4.02,332,9.79,67,53.7,强相关,0,0.0,0.0,https://chalaoshi.de/t/4782/
软件相关,56.3,智能制造与企业自动化,徐祖华,控制科学与工程学院,4.33,196,7.3,13,69.2,相关,0,0.0,0.0,https://chalaoshi.de/t/1038/
软件相关,56.3,智能物联网(AIoT)系统设计,楼东武,信息与电子工程学院,4.24,47,9.91,224,19.6,相关,0,0.0,0.0,https://chalaoshi.de/t/231/
软件相关,56.2,计算机科学思想史,李玺,计算机科学与技术学院,4.4,500,4.12,37,89.2,相关,0,0.0,0.0,https://chalaoshi.de/t/5048/
软件相关,56.2,软件工程基础,张引,计算机科学与技术学院,4.35,134,8.05,307,85.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/722/
软件相关,56.2,计算机科学思想史,黄劲,计算机科学与技术学院,4.24,233,9.45,45,60.0,相关,0,0.0,0.0,https://chalaoshi.de/t/1263/
软件相关,56.2,心理学与人工智能,沈模卫,心理与行为科学系,4.2,41,7.24,27,59.3,强相关,0,0.0,0.0,https://chalaoshi.de/t/1881/
软件相关,56.2,数据分析与算法设计,李东晓,传媒与国际文化学院,4.19,218,7.06,47,61.7,强相关,0,0.0,0.0,https://chalaoshi.de/t/333/
软件相关,56.2,数据结构基础,何钦铭,继续教育学院,4.03,396,7.59,136,19.1,强相关,0,0.0,0.0,https://chalaoshi.de/t/1410/
软件相关,56.1,机器人交叉创新设计与实践,高飞,信息与电子工程学院,4.15,139,9.02,13,0.0,相关,1,0.0,0.0,https://chalaoshi.de/t/5512/
软件相关,56.1,Python程序设计,翁恺,计算机科学与技术学院,3.96,476,8.92,532,34.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/936/
软件相关,55.9,IT工程伦理和项目管理,叶德信,信息与电子工程学院,4.14,103,9.3,23,47.8,相关,0,0.0,0.0,https://chalaoshi.de/t/4710/
软件相关,55.9,信息安全原理与数学基础,秦湛,计算机科学与技术学院,4.05,180,5.02,23,17.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/5927/
软件相关,55.9,人工智能与机器学习,胡瑞芬,控制科学与工程学院,3.9,131,9.38,57,19.3,强相关,0,0.0,0.0,https://chalaoshi.de/t/1475/
软件相关,55.9,人工智能基础（C）,胡瑞芬,控制科学与工程学院,3.8,62,9.38,57,19.3,强相关,0,3.0,0.0,https://chalaoshi.de/t/1475/
软件相关,55.8,机器人前沿,熊蓉,控制科学与工程学院,4.29,83,9.09,29,48.3,相关,0,0.0,0.0,https://chalaoshi.de/t/1577/
软件相关,55.8,海洋机器人基础,郑华荣,控制科学与工程学院,4.27,160,3.34,10,40.0,相关,0,0.0,0.0,https://chalaoshi.de/t/6349/
软件相关,55.8,人工智能与电力大数据,万灿,电气工程学院,4.23,110,6.31,8,75.0,强相关,0,1.5,1.2,https://chalaoshi.de/t/5270/
软件相关,55.8,机器人传感技术,张涛,控制科学与工程学院,4.18,160,9.04,59,45.8,相关,0,0.0,0.0,https://chalaoshi.de/t/3177/
软件相关,55.8,操作系统,伍赛,计算机科学与技术学院,4.01,323,8.69,37,45.9,强相关,0,0.0,0.0,https://chalaoshi.de/t/3362/
软件相关,55.7,人工智能伦理与安全,郭喨,光华法学院,4.4,73,6.21,133,94.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/5793/
软件相关,55.7,程序设计专题,张彤彧,计算机科学与技术学院,3.9,187,9.73,327,17.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/1681/
软件相关,55.6,计算机前沿技术讲座,张宏鑫,计算机科学与技术学院,4.31,282,7.45,37,37.8,相关,0,0.0,3.6,https://chalaoshi.de/t/1207/
软件相关,55.6,大数据解析与应用导论,程鹏,控制科学与工程学院,4.15,72,8.26,8,37.5,相关,0,0.0,0.0,https://chalaoshi.de/t/2450/
软件相关,55.6,电力电子系统计算机仿真,姚文熙,电气工程学院,4.12,115,9.28,16,18.8,相关,0,0.0,0.0,https://chalaoshi.de/t/2599/
软件相关,55.6,数据分析与算法设计,赵明敏,信息与电子工程学院,4.07,288,9.42,21,71.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/6441/
软件相关,55.6,计算机科学基础（B）,陶黎黎,计算机科学与技术学院,3.88,194,9.84,237,22.4,相关,0,4.0,0.0,https://chalaoshi.de/t/1672/
软件相关,55.5,课程综合实践Ⅰ,陈建海,计算机科学与技术学院,4.28,120,9.84,471,20.0,相关,1,0.0,0.0,https://chalaoshi.de/t/1902/
软件相关,55.5,软件工程管理,邵健,计算机科学与技术学院,4.26,275,2.86,11,90.9,强相关,0,0.0,0.0,https://chalaoshi.de/t/336/
软件相关,55.5,智能物联网(AIoT)系统设计,史治国,信息与电子工程学院,4.24,47,9.84,92,27.2,相关,0,0.0,0.0,https://chalaoshi.de/t/552/
软件相关,55.5,中国科技史,项隆元,人文学院,4.17,170,9.44,23,26.1,相关,0,0.0,1.2,https://chalaoshi.de/t/1938/
软件相关,55.5,Web程序设计,童昱,管理学院,4.1,45,8.97,17,35.3,强相关,0,0.0,0.0,https://chalaoshi.de/t/5587/
软件相关,55.5,数据库系统,陈刚,计算机科学与技术学院,3.92,209,9.36,26,26.9,强相关,0,0.0,0.0,https://chalaoshi.de/t/4353/
软件相关,55.5,人工智能基础（C）,洪鑫,经济学院,3.84,62,9.76,91,4.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/42/
软件相关,55.5,C程序设计基础,陈建海,计算机科学与技术学院,3.82,490,9.84,471,20.0,强相关,0,5.0,1.2,https://chalaoshi.de/t/1902/
软件相关,55.4,计算机科学思想史,赵洲,计算机科学与技术学院,4.29,500,6.35,36,80.6,相关,0,0.0,0.0,https://chalaoshi.de/t/3748/
软件相关,55.4,计算机系统Ⅲ,吴磊,地球科学学院,4.18,75,5.41,16,43.8,强相关,0,0.0,0.0,https://chalaoshi.de/t/3494/
软件相关,55.4,机器人交叉创新设计与实践,任沁源,控制科学与工程学院,4.15,139,9.54,28,14.3,相关,1,0.0,0.0,https://chalaoshi.de/t/5157/
软件相关,55.4,计算机前沿技术讲座,郑文庭,计算机科学与技术学院,4.14,172,8.46,70,32.9,相关,0,0.0,0.0,https://chalaoshi.de/t/2307/
软件相关,55.4,C程序设计基础,郑友怡,计算机科学与技术学院,3.89,143,8.13,104,11.5,强相关,0,0.0,0.0,https://chalaoshi.de/t/5811/
软件相关,55.3,智能制造与企业自动化,苏宏业,控制科学与工程学院,4.27,224,,0,,相关,0,0.0,0.0,https://chalaoshi.de/t/2360/
软件相关,55.3,计算机组成,赵莎,计算机科学与技术学院,4.09,149,9.45,23,21.7,相关,0,0.0,0.0,https://chalaoshi.de/t/5958/
软件相关,55.2,机器人与智能系统综合实践,周春琳,控制科学与工程学院,4.38,47,6.06,17,11.8,相关,1,0.0,0.0,https://chalaoshi.de/t/328/
软件相关,55.2,计算机科学思想史,纪守领,计算机科学与技术学院,4.29,500,6.92,139,65.5,相关,0,0.0,0.0,https://chalaoshi.de/t/4389/
软件相关,55.2,计算机动画,金小刚,计算机科学与技术学院,4.17,235,7.56,136,42.6,相关,0,1.5,1.2,https://chalaoshi.de/t/1308/
软件相关,55.1,计算机辅助设计,刘国柱,人文学院,4.46,43,9.57,67,73.1,相关,0,0.0,0.0,https://chalaoshi.de/t/330/
软件相关,55.1,软件质量保证与测试,万志远,计算机科学与技术学院,4.12,69,7.46,77,37.7,强相关,0,0.0,0.0,https://chalaoshi.de/t/5952/
软件相关,55.0,智能供配电技术,杨强,电气工程学院,4.2,434,9.19,41,80.5,相关,0,0.0,0.0,https://chalaoshi.de/t/209/
软件相关,54.8,计算机体系结构,陈文智,信息技术中心,4.24,257,,0,,相关,0,0.0,0.0,https://chalaoshi.de/t/4602/
软件相关,54.8,C程序设计基础及实验,白洪欢,计算机科学与技术学院,3.87,500,9.81,911,10.8,强相关,1,4.0,7.9,https://chalaoshi.de/t/52/
软件相关,54.8,程序设计专题,胡兰青,计算机科学与技术学院,3.86,188,8.39,356,11.5,强相关,0,0.0,0.0,https://chalaoshi.de/t/1161/
软件相关,54.7,人脑认知与机器智能,丁鼐,生物医学工程与仪器科学学院,4.64,17,,0,,相关,0,3.0,0.0,https://chalaoshi.de/t/4161/
软件相关,54.7,人工智能基础（A）,吴韬,化学系,3.98,53,8.04,41,19.5,强相关,0,0.0,0.0,https://chalaoshi.de/t/2992/
软件相关,54.7,计算机游戏程序设计,霍宇驰,计算机科学与技术学院,3.96,59,9.24,15,20.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/6945/
软件相关,54.6,情绪智能管理,沈晓华,地球科学学院,4.35,35,7.86,21,28.6,相关,0,0.0,0.0,https://chalaoshi.de/t/1752/
软件相关,54.6,数据通信与计算机网络,胡骏,光电科学与工程学院,4.03,390,9.0,33,78.8,强相关,0,0.0,0.0,https://chalaoshi.de/t/1443/
软件相关,54.5,人工智能,李英明,信息与电子工程学院,3.96,142,5.81,12,8.3,强相关,0,0.0,0.0,https://chalaoshi.de/t/3974/
软件相关,54.4,课程综合实践Ⅱ,郑小林,计算机科学与技术学院,4.33,121,7.84,33,57.6,相关,1,0.0,0.0,https://chalaoshi.de/t/2855/
软件相关,54.4,程序设计与算法基础,何钦铭,继续教育学院,4.03,132,7.59,136,19.1,强相关,0,0.0,0.0,https://chalaoshi.de/t/1410/
软件相关,54.3,工程伦理导论,王淼,物理学系,4.41,27,9.78,148,73.6,相关,0,7.5,7.8,https://chalaoshi.de/t/845/
软件相关,54.3,计算机体系结构,姜晓红,计算机科学与技术学院,4.28,211,5.73,142,62.0,相关,0,0.0,0.0,https://chalaoshi.de/t/1703/
软件相关,54.2,新一代人工智能与预训练大模型导论,孙凌云,计算机科学与技术学院,4.21,68,8.18,31,80.6,强相关,1,0.0,0.0,https://chalaoshi.de/t/16/
软件相关,54.2,人工智能伦理与安全,潘恩荣,思想政治理论教学科研部,4.19,109,5.29,79,74.7,强相关,0,0.0,0.0,https://chalaoshi.de/t/2834/
软件相关,54.1,C程序设计基础及实验,胡兰青,计算机科学与技术学院,3.96,84,8.39,356,11.5,强相关,1,0.0,0.0,https://chalaoshi.de/t/1161/
软件相关,54.0,机器人学Ⅰ强化训练与实践,周春琳,控制科学与工程学院,4.52,161,6.06,17,11.8,相关,5,0.0,0.0,https://chalaoshi.de/t/328/
软件相关,54.0,软体仿生机器人与智能材料,李华,航空航天学院,4.37,20,8.8,10,20.0,相关,0,0.0,0.0,https://chalaoshi.de/t/5099/
软件相关,54.0,生物数据挖掘与知识发现,陈铭,生命科学学院,4.36,21,6.78,48,50.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/1741/
软件相关,54.0,情绪智能管理,张帆,信息与电子工程学院,4.35,35,7.18,17,35.3,相关,0,0.0,0.0,https://chalaoshi.de/t/4504/
软件相关,54.0,课程综合实践Ⅰ,王灿,计算机科学与技术学院,4.26,60,9.27,42,28.6,相关,1,0.0,0.0,https://chalaoshi.de/t/1229/
软件相关,54.0,人工智能基础（A）,金台,航空航天学院,4.12,142,8.36,9,55.6,强相关,0,0.0,1.0,https://chalaoshi.de/t/6880/
软件相关,54.0,智能电子设备开发,叶炜,控制科学与工程学院,4.02,300,7.17,45,6.7,相关,0,0.0,0.0,https://chalaoshi.de/t/207/
软件相关,53.9,机器人制作,朱秋国,控制科学与工程学院,4.38,20,8.92,9,22.2,相关,0,0.0,0.0,https://chalaoshi.de/t/4543/
软件相关,53.9,机器人交叉创新设计与实践,吴俊,控制科学与工程学院,4.15,139,9.39,27,25.9,相关,1,0.0,0.0,https://chalaoshi.de/t/859/
软件相关,53.8,计算机辅助设计,刘国柱,公共管理学院,4.46,43,,0,,相关,0,0.0,0.0,https://chalaoshi.de/t/4064/
软件相关,53.8,大数据安全与隐私保护,陈积明,控制科学与工程学院,4.16,247,5.3,19,42.1,相关,0,0.0,0.0,https://chalaoshi.de/t/2534/
软件相关,53.6,计算机基础,彭玉鑫,教育学院,4.48,21,9.48,24,50.0,相关,0,0.0,0.0,https://chalaoshi.de/t/4928/
软件相关,53.6,机器人传感技术,黄志尧,控制科学与工程学院,4.2,155,3.36,25,32.0,相关,0,0.0,0.0,https://chalaoshi.de/t/2774/
软件相关,53.5,计算机辅助设计初步,徐雯洁,计算机科学与技术学院,4.23,64,7.89,37,35.1,相关,0,0.0,0.0,https://chalaoshi.de/t/1642/
软件相关,53.5,大规模信息系统构建技术导论,鲁伟明,计算机科学与技术学院,4.14,132,7.28,46,60.9,相关,0,0.0,0.0,https://chalaoshi.de/t/3648/
软件相关,53.5,管理信息系统,瞿文光,管理学院,4.11,81,8.46,12,25.0,相关,0,0.0,0.0,https://chalaoshi.de/t/2521/
软件相关,53.4,Python数据分析基础,杨波威,航空航天学院,4.25,128,8.42,7,71.4,相关,0,0.0,0.0,https://chalaoshi.de/t/3825/
软件相关,53.4,环境数据分析,庄树林,环境与资源学院,4.13,109,6.33,25,64.0,相关,0,3.5,0.0,https://chalaoshi.de/t/3077/
软件相关,53.4,数据分析与算法设计,李旻,信息与电子工程学院,3.88,234,9.55,29,27.6,强相关,0,0.0,0.0,https://chalaoshi.de/t/6052/
软件相关,53.3,机器人基础实践,王酉,控制科学与工程学院,4.33,125,8.18,49,63.3,相关,1,0.0,0.0,https://chalaoshi.de/t/1162/
软件相关,53.3,机器人交叉创新设计与实践,周春琳,控制科学与工程学院,4.15,139,6.06,17,11.8,相关,1,0.0,0.0,https://chalaoshi.de/t/328/
软件相关,53.3,数据结构基础,何钦铭,计算机科学与技术学院,4.03,396,,0,,强相关,0,0.0,0.0,https://chalaoshi.de/t/4912/
软件相关,53.2,智能移动技术,熊蓉,控制科学与工程学院,4.18,263,9.09,29,48.3,相关,0,0.0,2.0,https://chalaoshi.de/t/1577/
软件相关,53.2,计算机控制系统设计与实践,仲玉芳,控制科学与工程学院,4.12,327,9.24,15,40.0,相关,1,0.0,0.0,https://chalaoshi.de/t/3206/
软件相关,53.0,电子信息系统创新实践,姚文熙,电气工程学院,4.75,11,9.28,16,18.8,相关,1,0.0,0.0,https://chalaoshi.de/t/2599/
软件相关,53.0,电子测量与智能仪器,陈敏,化学系,4.18,263,,0,,相关,0,0.0,0.0,https://chalaoshi.de/t/3036/
软件相关,53.0,网络安全原理与实践,林峰,化学系,4.16,132,2.85,13,38.5,强相关,1,0.0,0.0,https://chalaoshi.de/t/2193/
软件相关,53.0,能源工程伦理与管理,杨化超,能源工程学院,4.14,116,,0,,相关,0,0.0,0.0,https://chalaoshi.de/t/6769/
软件相关,53.0,计算机系统 Ⅰ,吴磊,地球科学学院,4.03,146,5.41,16,43.8,强相关,0,0.0,0.0,https://chalaoshi.de/t/3494/
软件相关,53.0,人工智能实验,李英明,信息与电子工程学院,4.03,87,5.81,12,8.3,强相关,1,0.0,0.0,https://chalaoshi.de/t/3974/
软件相关,52.9,电子信息系统创新实践,邵帅,管理学院,4.61,15,9.81,76,40.8,相关,1,0.0,0.0,https://chalaoshi.de/t/5212/
软件相关,52.8,电子信息系统创新实践,张军明,电气工程学院,4.64,14,8.28,22,22.7,相关,1,0.0,0.0,https://chalaoshi.de/t/407/
软件相关,52.8,非结构化数据分析与应用,孔祥维,管理学院,4.37,89,4.55,21,52.4,相关,0,0.0,1.2,https://chalaoshi.de/t/5869/
软件相关,52.8,C程序设计基础及实验,陶煜波,计算机科学与技术学院,4.07,205,9.87,128,44.5,强相关,1,0.0,0.0,https://chalaoshi.de/t/3720/
软件相关,52.8,人工智能基础（B）,祁玉,计算机科学与技术学院,3.99,67,8.69,11,36.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/5999/
软件相关,52.8,人工智能与机器学习,周煜东,医学院,3.95,49,3.2,13,0.0,强相关,0,0.0,0.0,https://chalaoshi.de/t/5277/
软件相关,52.6,人工智能,王东辉,计算机科学与技术学院,3.93,147,8.38,11,18.2,强相关,0,0.0,1.0,https://chalaoshi.de/t/3425/
软件相关,52.6,数据结构基础,干红华,计算机科学与技术学院,3.92,424,7.32,303,49.2,强相关,0,7.0,5.6,https://chalaoshi.de/t/3435/
软件相关,52.5,数据库系统,苗晓晔,科学技术研究院,3.92,272,8.33,39,71.8,强相关,0,2.0,0.0,https://chalaoshi.de/t/5675/
软件相关,52.5,Java程序设计,孟炳泉,计算机科学与技术学院,3.81,53,8.97,250,54.4,强相关,0,0.0,0.0,https://chalaoshi.de/t/240/
软件相关,52.4,农业与生态环境大数据,罗忠奎,环境与资源学院,4.36,257,8.62,20,85.0,相关,0,2.5,6.6,https://chalaoshi.de/t/6256/
软件相关,52.4,智能制造与企业自动化,谢磊,信息与电子工程学院,4.25,247,5.43,13,84.6,相关,0,0.0,0.0,https://chalaoshi.de/t/1195/
软件相关,52.3,课程综合实践Ⅰ,张寅,计算机科学与技术学院,4.36,84,6.19,38,44.7,相关,1,0.0,0.0,https://chalaoshi.de/t/3692/
跨专业低风险,81.2,艺术人类学,王婧,传媒与国际文化学院,4.78,324,9.34,37,29.7,跨专业,0,6.5,1.2,https://chalaoshi.de/t/2406/
跨专业低风险,79.0,保护生物学（甲）,方盛国,生命科学学院,4.83,256,9.48,24,25.0,跨专业,0,4.5,0.0,https://chalaoshi.de/t/2533/
跨专业低风险,78.2,政治经济学导论,俞彬,经济学院,4.54,401,9.91,170,12.4,跨专业,0,11.0,3.2,https://chalaoshi.de/t/3464/
跨专业低风险,77.2,美学导论,陈玮,医学院,4.8,216,9.34,18,5.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2337/
跨专业低风险,77.2,社会调查,俞彬,经济学院,4.64,332,9.91,170,12.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3464/
跨专业低风险,77.1,大学生朋辈心理辅导,蔡云,数学科学学院,4.59,307,9.98,614,30.5,跨专业,0,3.0,0.0,https://chalaoshi.de/t/3671/
跨专业低风险,77.0,打开艺术之门——钢琴,陈曦,控制科学与工程学院,4.56,500,9.9,142,28.9,跨专业,0,5.5,1.2,https://chalaoshi.de/t/1540/
跨专业低风险,76.2,全生命周期健康II,宋超,心理与行为科学系,4.88,258,9.6,33,21.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3711/
跨专业低风险,75.8,政治经济学导论,卢江,马克思主义学院,4.55,494,9.92,177,40.7,跨专业,0,9.5,3.2,https://chalaoshi.de/t/3943/
跨专业低风险,75.6,美学导论,陈玮,人文学院,4.8,216,9.71,47,27.7,跨专业,0,1.5,1.2,https://chalaoshi.de/t/4644/
跨专业低风险,75.1,文化产业知识产权,吴赟,传媒与国际文化学院,4.7,398,9.73,97,26.8,跨专业,0,2.0,3.0,https://chalaoshi.de/t/3614/
跨专业低风险,75.1,当代中国文艺理论思潮研究,朱首献,人文学院,4.63,457,9.91,162,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1491/
跨专业低风险,75.0,政治经济学,俞彬,经济学院,4.51,500,9.91,170,12.4,跨专业,0,14.0,4.4,https://chalaoshi.de/t/3464/
跨专业低风险,74.7,美学导论,陈玮,外国语言文化与国际交流学院,4.8,216,8.79,15,26.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/235/
跨专业低风险,74.7,房地产金融与经济,蔡庆兵,经济学院,4.52,421,9.96,415,12.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/452/
跨专业低风险,74.1,法律谈判,石一峰,光华法学院,4.66,364,8.92,137,16.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6178/
跨专业低风险,73.6,中国民族音乐,周怡如,公共体育与艺术部,4.55,344,9.37,255,53.3,跨专业,0,10.5,0.0,https://chalaoshi.de/t/1652/
跨专业低风险,73.1,经济法,周黎明,经济学院,4.43,455,9.99,1561,6.7,跨专业,0,71.0,27.6,https://chalaoshi.de/t/391/
跨专业低风险,72.5,宗教学导论,王桂彩,人文学院,4.82,222,9.22,32,62.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3004/
跨专业低风险,72.5,定向越野（初级班）,潘雯雯,公共体育与艺术部,4.64,500,9.94,262,79.8,跨专业,0,32.5,14.4,https://chalaoshi.de/t/1303/
跨专业低风险,72.4,绘画基础,王钟涛,人文学院,4.78,166,9.58,98,32.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3072/
跨专业低风险,72.3,佛教梵语入门,何欢欢,人文学院,4.52,309,9.85,95,20.0,跨专业,0,9.0,3.0,https://chalaoshi.de/t/5038/
跨专业低风险,72.2,乒乓球(初级班）,陈烽,公共体育与艺术部,4.61,500,9.97,448,74.1,跨专业,0,15.0,2.0,https://chalaoshi.de/t/8/
跨专业低风险,72.2,媒介素养,吴赟,传媒与国际文化学院,4.53,390,9.73,97,26.8,跨专业,0,9.0,4.2,https://chalaoshi.de/t/3614/
跨专业低风险,72.0,社会调查,王书剑,光华法学院,4.96,294,4.34,40,80.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4917/
跨专业低风险,72.0,普通物理学实验Ⅱ,陈水桥,物理学系,4.74,500,9.32,70,34.3,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3251/
跨专业低风险,71.9,键盘乐艺术史,陈曦,控制科学与工程学院,4.45,208,9.9,142,28.9,跨专业,0,8.5,0.0,https://chalaoshi.de/t/1540/
跨专业低风险,71.8,药理学实验,朱虹,药学院,4.9,134,8.48,5,0.0,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3495/
跨专业低风险,71.8,面向信息技术的沟通技巧,翁恺,计算机科学与技术学院,4.64,376,8.92,532,34.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/936/
跨专业低风险,71.7,定向越野（初级）,潘雯雯,公共体育与艺术部,4.64,377,9.94,262,79.8,跨专业,0,32.5,14.4,https://chalaoshi.de/t/1303/
跨专业低风险,71.7,打开艺术之门——中国画,高念华,公共体育与艺术部,4.53,174,9.97,504,41.5,跨专业,0,1.5,0.0,https://chalaoshi.de/t/3644/
跨专业低风险,71.5,教育社会学,刘超,教育学院,4.72,311,8.17,33,66.7,跨专业,0,2.0,1.2,https://chalaoshi.de/t/4304/
跨专业低风险,71.5,管理学,刘景江,管理学院,4.6,365,9.72,172,65.1,跨专业,0,27.0,3.2,https://chalaoshi.de/t/2095/
跨专业低风险,71.4,天线理论与设计,王浩刚,信息与电子工程学院,4.63,441,7.84,40,17.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2566/
跨专业低风险,71.3,社会调查,卢鹭,人文学院,5.0,40,9.49,29,3.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6776/
跨专业低风险,71.2,国际争端解决,毕莹,光华法学院,4.59,457,9.73,51,15.7,跨专业,0,3.5,2.4,https://chalaoshi.de/t/4421/
跨专业低风险,70.9,工程导论,顾征,公共管理学院,4.73,172,8.5,29,31.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2993/
跨专业低风险,70.9,西方音乐简史,陈列,公共体育与艺术部,4.38,500,9.88,499,44.3,跨专业,0,46.0,14.5,https://chalaoshi.de/t/194/
跨专业低风险,70.7,专题设计训练,包红泽,建筑工程学院,4.91,107,9.76,57,28.1,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3236/
跨专业低风险,70.7,印度哲学研究,何欢欢,人文学院,4.91,69,9.85,95,20.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5038/
跨专业低风险,70.7,深度报道与非虚构写作,周睿鸣,传媒与国际文化学院,4.73,106,8.08,63,17.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5466/
跨专业低风险,70.5,社会调查,李冬雪,人文学院,4.93,126,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4098/
跨专业低风险,70.5,排舞,卢芬,公共体育与艺术部,4.66,500,9.68,67,97.0,跨专业,0,8.5,0.0,https://chalaoshi.de/t/2129/
跨专业低风险,70.4,汽车工程导论,熊树生,能源工程学院,4.78,93,9.65,38,31.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3242/
跨专业低风险,70.4,出土文献研究,杨琼,人文学院,4.68,95,9.62,35,0.0,跨专业,0,1.5,0.0,https://chalaoshi.de/t/6668/
跨专业低风险,70.4,大学生朋辈心理辅导,潘贤林,能源工程学院,4.45,296,9.93,227,32.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3018/
跨专业低风险,70.3,桨板瑜伽（初级）,许亚萍,公共体育与艺术部,4.72,221,9.91,247,91.1,跨专业,0,3.0,0.0,https://chalaoshi.de/t/1084/
跨专业低风险,70.3,乒乓球（初级）,陈烽,公共体育与艺术部,4.69,151,9.97,448,74.1,跨专业,0,15.0,2.0,https://chalaoshi.de/t/8/
跨专业低风险,70.1,政治学方法论,耿曙,公共管理学院,4.71,170,8.95,34,17.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4693/
